Name,Character,Model,ModelCNOverride,GadgetModel,PortraitCameraFile,IntroCameraFile,MirrorIntro,IdleAnim,WalkAnim,PrimarySkillAnim,SecondarySkillAnim,PrimarySkillRecoilAnim,PrimarySkillRecoilAnim2,SecondarySkillRecoilAnim,SecondarySkillRecoilAnim2,ReloadingAnim,PushbackAnim,HappyAnim,HappyLoopAnim,SadAnim,SadLoopAnim,HeroScreenIdleAnim,HeroScreenAnim,HeroScreenLoopAnim,SignatureAnim,HappyEnterAnim,SadEnterAnim,ProfileAnim,IntroAnim,BossAutoAttackAnim,BossAutoAttackRecoilAnim,BossAutoAttackRecoilAnim2,GadgetActiveAnim,GadgetRecoilAnim,IdleFace,WalkFace,HappyFace,HappyLoopFace,SadFace,SadLoopFace,HeroScreenIdleFace,HeroScreenFace,HeroScreenLoopFace,SignatureFace,ProfileFace,IntroFace,HappyEffect,SadEffect,PetInSameSprite,AttackLocksAttackAngle,UltiLocksAttackAngle,MainAttackProjectile,SecondaryProjectile,UltiProjectile,MainAttackEffect,UltiAttackEffect,UseBlueTextureInMenus,MainAttackUseEffect,UltiUseEffect,UltiEndEffect,MeleeHitEffect,SpawnEffect,UltiLoopEffect,UltiLoopEffect2,StarPower1Effect,StarPower2Effect,AreaEffect,AreaEffectStarPower,AreaEffectStarPower2,AreaEffectAttack,SpawnedItem,KillCelebrationSoundVO,InLeadCelebrationSoundVO,StartSoundVO,UseUltiSoundVO,TakeDamageSoundVO,DeathSoundVO,AttackSoundVO,BoneEffect1,BoneEffect2,BoneEffect3,BoneEffect4,BoneEffectUse,AutoAttackProjectile,ProjectileForShockyStarPower,IncendiaryStarPowerAreaEffect,MoveEffect,StillEffect,ChargedShotEffect,DisableHeadRotation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerRetro,Controller,nani_retro_geo.scw,,,nani_base_cam.scw,emz_intro_pose.scw,,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniWin,NaniWinloop,NaniLose,NaniLoseloop,NaniIdle,NaniWin,NaniWinloop,NaniWin,NaniIdle,NaniIdle,NaniPortrait,NaniIdle,,,,,,Nani003Still,Nani003Still,Nani003Win,Nani003WinLoop,Nani003Lose,Nani003LoseLoop,Nani003WinLoop,Nani003Win,Nani003WinLoop,Nani003Win,Nani003Still,Nani003Win,,,true,true,,,,Nani002UltiProjectile,jessie_003_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerLine,Controller,nani_line_friends_geo.scw,,,nani_line_friends_portrait.scw,emz_intro_pose.scw,,NaniIdle,NaniWalk,NaniAttack,NaniSecondary,NaniRecoil,,,,NaniReload,NaniPushback,NaniLineWin,NaniLineWinloop,NaniLineLose,NaniLineLoseloop,NaniIdle,NaniLineWin,NaniLineWinloop,NaniLineWin,NaniIdle,NaniIdle,NaniLineWinloop,NaniLineWinloop,,,,,,Nani002Still,Nani002Still,Nani002Win,Nani002WinLoop,Nani002Lose,Nani002LoseLoop,Nani002WinLoop,Nani002Win,Nani002WinLoop,Nani002Win,Nani002Still,Nani002Still,,,true,true,,Nani003Projectile,,Nani003UltiProjectile,jessie_003_atk,,,leon_003_atk,,,,,,,,,,,,,,LL_Kill,No_vo,LL_Start,No_vo,LL_Hurt,LL_Die,No_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerDefaultAddon,,peep_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerRetroAddon,,peep_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ControllerLineAddon,,peep_line_friends_geo.scw,,,,,,PeepIdle,,,,,,,,,,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepIdle,PeepPortrait,PeepPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyDefault,Wally,sprout_geo.scw,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutIdle,SproutIdle,SproutPortrait,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyHawaii,Wally,sprout_hawaii_geo.scw,,,sprout_hawaii_cam.scw,emz_intro_pose.scw,,SproutHawaiiIdle,SproutHawaiiWalk,SproutHawaiiPrimary,SproutHawaiiPrimary,SproutHawaiiRecoil,,SproutHawaiiRecoil,,SproutHawaiiReload,SproutHawaiiPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutHawaiiIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutHawaiiIdle,SproutHawaiiIdle,SproutHawaiiProfile,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyMoon,Wally,sprout_moon_geo.scw,,,sprout_moon_cam.scw,emz_intro_pose.scw,,SproutMoonIdle,SproutMoonWalk,SproutMoonPrimary,SproutMoonPrimary,SproutMoonRecoil,,SproutMoonRecoil,,SproutMoonReload,SproutMoonPushback,SproutMoonWin,SproutMoonWinloop,SproutMoonLose,SproutMoonLoseloop,SproutMoonIdle,SproutMoonWin,SproutMoonWinloop,SproutMoonWin,SproutMoonIdle,SproutMoonIdle,SproutMoonPortrait,SproutMoonPortrait,,,,,,,,,,,,,,,,,,,,,true,true,Sprout002Projectile,Sprout002SecondaryProjectile,Sprout002UltiProjectile,,,,,,,,,,,,,,Sprout_002_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyPrince,Wally,sprout_prince_geo.scw,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutIdle,SproutIdle,SproutPortrait,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,Sprout003Projectile,Sprout003SecondaryProjectile,Sprout003UltiProjectile,sprout_003_atk,,,,,,,,,,,,Sprout_003_atk,Sprout_003_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WallyPrinceTwo,Wally,sprout_prince_geo.scw,,,sprout_portrait.scw,emz_intro_pose.scw,,SproutIdle,SproutWalk,SproutPrimary,SproutPrimary,SproutRecoil,,SproutRecoil,,SproutReload,SproutPushback,SproutWinNew,SproutWinloopNew,SproutLose,SproutLoseloop,SproutIdle,SproutWinNew,SproutWinloopNew,SproutWinNew,SproutIdle,SproutIdle,SproutPortrait,SproutPortrait,,,,,,,,,,,,,,,,,,,,,true,true,Sprout003Projectile,Sprout003SecondaryProjectile,Sprout003ChromaUltiProjectile,sprout_003_atk,,,,,,,,,,,,Sprout_003_atk,Sprout_003_sp1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerDefault,PowerLeveler,surge_geo.glb,,,surge_portrait.scw,emz_intro_pose.scw,,SurgeIdle,SurgeWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeWin,SurgeWinloop,SurgeLose,SurgeLoseloop,SurgeIdle,SurgeWin,SurgeWinloop,SurgeWin,SurgeIdle,SurgeIdle,SurgeProfile,SurgeIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerKnight,PowerLeveler,surge_knight_geo.glb,,,surge_portrait.scw,emz_intro_pose.scw,,SurgeIdle,SurgeKnightWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightLose,SurgeKnightLoseloop,SurgeIdle,SurgeKnightWin,SurgeKnightWinloop,SurgeKnightWin,SurgeIdle,SurgeIdle,SurgeProfile,SurgeIdle,,,,,,,,,,,,,,,,,,,,,true,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PowerLevelerDIY,PowerLeveler,surge_diy_geo.scw,,,surge_portrait.scw,emz_intro_pose.scw,,SurgeIdle,SurgeWalk,,SurgeSecondary,SurgeAttackRecoil,,,,SurgeReload,SurgePushback,SurgeWin,SurgeWinloop,SurgeLose,SurgeLoseloop,SurgeIdle,SurgeWin,SurgeWinloop,SurgeWin,SurgeIdle,SurgeIdle,SurgeProfile,SurgeIdle,,,,,,,,,,,,,,,,,,,,,true,true,Surge002Projectile,,,surge_002_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterDefault,Percenter,colette_geo.scw,,,colette_portrait.scw,emz_intro_pose.scw,,ColetteIdle,ColetteWalk,ColetteAttack,ColetteSuper,ColetteRecoil,,ColetteIdle,,ColetteIdle,ColetteIdle,ColetteWin,ColetteIdle,ColetteLose,ColetteLoseloop,ColetteIdle,ColetteWin,ColetteIdle,ColetteWin,ColetteIdle,ColetteIdle,ColettePortrait,ColetteIdle,,,,,,ColetteStill,ColetteStill,ColetteWin,ColetteWinLoop,ColetteLose,ColetteLoseLoop,ColetteWinLoop,ColetteWin,ColetteWinLoop,ColetteWin,ColetteStill,ColetteStill,,,,true,,,,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterTrixie,Percenter,colette_trixie_geo.scw,,,colette_demon_portrait.scw,emz_intro_pose.scw,,ColetteTrixieIdle,ColetteTrixieWalk,ColetteTrixieAttack,ColetteTrixieSuper,ColetteTrixieRecoil,,ColetteTrixieIdle,,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieLose,ColetteTrixieLoseloop,ColetteTrixieIdle,ColetteTrixieWin,ColetteTrixieWinloop,ColetteTrixieWin,ColetteTrixieIdle,ColetteTrixieIdle,ColetteTrixiePortrait,ColetteTrixiePortrait,,,,,,Colette002Still,Colette002Still,Colette002Win,Colette002WinLoop,Colette002Lose,Colette002LoseLoop,Colette002WinLoop,Colette002Win,Colette002WinLoop,Colette002Win,Colette002Still,Colette002Still,,,,true,,Colette002Projectile,,,colette_002_atk,,,,,,,,colette_002_ulti,colette_002_ulti_cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PercenterCrew,Percenter,colette_crew_geo.scw,,,colette_portrait.scw,emz_intro_pose.scw,,ColetteIdle,ColetteWalk,ColetteAttack,ColetteSuper,ColetteRecoil,,ColetteIdle,,ColetteIdle,ColetteIdle,ColetteWin,ColetteIdle,ColetteLose,ColetteLoseloop,ColetteIdle,ColetteWin,ColetteIdle,ColetteWin,ColetteIdle,ColetteIdle,ColettePortrait,ColetteIdle,,,,,,Colette003Still,Colette003Still,Colette003Win,Colette003WinLoop,Colette003Lose,Colette003LoseLoop,Colette003WinLoop,Colette003Win,Colette003WinLoop,Colette003Win,Colette003Still,Colette003Still,,,,true,,Colette003Projectile,,,colette_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FireDudeDefault,FireDude,amber_geo.scw,,,amber_portrait.scw,emz_intro_pose.scw,,AmberIdle,AmberWalk,AmberAttack,AmberAttack,AmberRecoil,,AmberRecoil,,,AmberPushback,AmberWin,AmberWinloop,AmberLose,AmberLoseloop,AmberIdle,AmberWin,AmberWinloop,AmberWin,AmberIdle,AmberIdle,AmberPortrait,AmberIdle,,,,,,AmberStill,AmberStill,AmberWin,AmberWinLoop,AmberLose,AmberLoseLoop,AmberWinLoop,AmberWin,AmberWinLoop,AmberWin,AmberStill,AmberStill,amber_def_lobby_fire,amber_def_lose,,,,,,,Plark_Atk,amber_def_ulti,true,,,,,,,,,,,,,,,,,,,,,,amber_def_ingame_fire,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FireDudeMasked,FireDude,amber_masked_geo.glb,,,amber_portrait.scw,emz_intro_pose.scw,,AmberIdle,AmberWalk,AmberAttack,AmberAttack,AmberRecoil,,AmberRecoil,,,AmberPushback,AmberMaskedWin,AmberMaskedWinloop,AmberLose,AmberLoseloop,AmberIdle,AmberMaskedWin,AmberMaskedWinloop,AmberMaskedWin,AmberIdle,AmberIdle,AmberPortrait,AmberIdle,,,,,,AmberStill,AmberStill,AmberWin,AmberWinLoop,AmberLose,AmberLoseLoop,AmberWinLoop,AmberWin,AmberWinLoop,AmberWin,AmberStill,AmberStill,amber_def_lobby_fire,amber_def_lose,,,,,,,Plark_Atk,amber_def_ulti,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PocoStarrNoFace,DeadMariachi,poco_starr_geo.scw,,,poco_starr_portrait.scw,emz_intro_pose.scw,,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoWin,PocoWinloop,PocoLose,PocoLoseloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,PocoIdle,PocoIdle,PocoStarrPortrait,PocoProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poco_003_atk_root,poco_003_atk_root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeadMariachiNoFace,DeadMariachi,poco_geo.scw,,,poco_base_cam.scw,emz_intro_pose.scw,,PocoIdle,PocoWalk,PocoAttack,PocoSecondary,PocoRecoil,,PocoRecoil,,PocoReload,PocoPushback,PocoWin,PocoWinloop,PocoLose,PocoLoseloop,PocoIdle,PocoWin,PocoWinloop,PocoWin,PocoIdle,PocoIdle,PocoProfile,PocoProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyLny,Mummy,emz_lny_geo.scw,,,emz_base_cam.scw,emz_intro_pose.scw,,EmzIdle,EmzWalk,EmzPrimary,EmzPrimary,EmzRecoil,EmzSecondary,EmzRecoil,EmzSecondaryRecoil,EmzReload,EmzPushback,EmzWin,EmzWinloop,EmzLose,EmzLoseloop,EmzIdle,EmzWin,EmzWinloop,EmzWin,EmzIdle,EmzIdle,EmzProfile,EmzIntro,,,,,,EmzStill,EmzStill,EmzWin,EmzWinLoop,EmzLose,EmzLoseLoop,EmzWinLoop,EmzWin,EmzWinLoop,EmzWin,EmzStill,EmzStill,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MummyElectric,Mummy,emz_electro_geo.scw,,,emz_giftshop_cam.scw,emz_intro_pose.scw,,EmzGiftshopIdle,EmzGiftshopWalk,EmzGiftshopPrimary,EmzGiftshopPrimary,EmzGiftshopRecoil,EmzGiftshopSecondary,EmzGiftshopRecoil,EmzGiftshopSecondaryRecoil,EmzGiftshopReload,EmzGiftshopPushback,EmzGiftshopWin,EmzGiftshopWinloop,EmzGiftshopLose,EmzGiftshopLoseloop,EmzGiftshopIdle,EmzGiftshopWin,EmzGiftshopWinloop,EmzGiftshopWin,EmzGiftshopIdle,EmzGiftshopIdle,EmzGiftshopProfile,EmzIntro,,,,,,Emz002Still,Emz002Still,Emz002Win,Emz002WinLoop,Emz002Lose,Emz002LoseLoop,Emz002WinLoop,Emz002Win,Emz002WinLoop,Emz002Win,Emz002Still,Emz002Still,,,,true,,Emz002Projectile,,,emz_002_atk,,,,,,,,,,,,,,,Emz_002_Ulti,,Emz_kill_Zombie_vo,Emz_lead_Zombie_vo,Emz_start_Zombie_vo,Emz_ulti_Zombie_vo,Emz_hurt_Zombie_vo,Emz_die_Zombie_vo,Emz_atk_Zombie_vo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepNoFace,Barkeep,barkeep_geo.scw,,,barley_base_cam.scw,barley_intro_pose.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,BarkeepIdle,BarkeepIdle,BarkeepProfile,BarkeepIntro,,,,BarkeepSecondary,BarkeepRecoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarkeepToxic,Barkeep,barley_stench_geo.scw,,,barley_base_cam.scw,barley_intro_pose.scw,,BarkeepIdle,BarkeepWalk,BarkeepPrimary,BarkeepSecondary,BarkeepRecoil,,BarkeepRecoil,,BarkeepReload,BarkeepPushback,BarkeepWin,BarkeepWinloop,BarkeepLose,BarkeepLoseloop,BarkeepWinidleloop,BarkeepWin,BarkeepWinidleloop,BarkeepWin,BarkeepIdle,BarkeepIdle,BarkeepProfile,BarkeepIntro,,,,BarkeepSecondary,BarkeepRecoil,,,,,,,,,,,,,,,,,,BarkeepStenchProjectile,,BarkeepStenchUltiProjectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaCosm,Rosa,rosa_cosm_geo.scw,,,rosa_base_cam.scw,emz_intro_pose.scw,,RosaIdle,RosaWalk,RosaAttack,RosaIdle,RosaAttackRecoil,RosaAttackRecoil2,RosaUltRecoil,RosaUltRecoil2,,RosaIdle,RosaWin,RosaWinloop,RosaLose,RosaLoseloop,RosaIdle,RosaWin,RosaWinloop,RosaWin,RosaIdle,RosaIdle,RosaProfile,RosaProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosaChomper,Rosa,rosa_chomper_geo.scw,,,rosa_base_cam.scw,emz_intro_pose.scw,,RosaIdle,RosaWalk,RosaAttack,RosaIdle,RosaAttackRecoil,RosaAttackRecoil2,RosaUltRecoil,RosaUltRecoil2,,RosaIdle,RosaWin,RosaWinloop,RosaLose,RosaLoseloop,RosaIdle,RosaWin,RosaWinloop,RosaWin,RosaIdle,RosaIdle,RosaProfile,RosaProfile,,,,,,,,,,,,,,,,,,,,,,,RosaChomperProj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyStreet,Speedy,max_streetwear_geo.glb,,,max_portrait.scw,emz_intro_pose.scw,,MaxIdle,MaxWalk,MaxPrimary,MaxSecondary,MaxRecoil,,MaxSecondaryRecoil,,MaxReload,MaxPushback,MaxWin,MaxWinloop,MaxLose,MaxLoseloop,MaxIdle,MaxWin,MaxWinloop,MaxWin,MaxIdle,MaxIdle,MaxPortrait,MaxPortrait,,,,,,MaxIdle,MaxIdle,MaxIdle,MaxIdle,MaxLose,MaxLoseloop,MaxIdle,MaxIdle,MaxIdle,,MaxIdle,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyStreetCorrupted,Speedy,max_tracksuit_geo.glb,,,max_portrait.scw,emz_intro_pose.scw,,MaxTracksuitIdle,MaxTracksuitWalk,MaxTracksuitPrimary,MaxSecondary,MaxTracksuitRecoil,,MaxSecondaryRecoil,,MaxTracksuitReload,MaxTracksuitPushback,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitLose,MaxTracksuitLoseloop,MaxTracksuitIdle,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitWin,MaxTracksuitIdle,MaxTracksuitIdle,MaxTracksuitPortrait,MaxTracksuitPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpeedyTracksuitNoFace,Speedy,max_tracksuit_geo.glb,,,max_portrait.scw,emz_intro_pose.scw,,MaxTracksuitIdle,MaxTracksuitWalk,MaxTracksuitPrimary,MaxSecondary,MaxTracksuitRecoil,,MaxSecondaryRecoil,,MaxTracksuitReload,MaxTracksuitPushback,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitLose,MaxTracksuitLoseloop,MaxTracksuitIdle,MaxTracksuitWin,MaxTracksuitWinloop,MaxTracksuitWin,MaxTracksuitIdle,MaxTracksuitIdle,MaxTracksuitPortrait,MaxTracksuitPortrait,,,,,,,,,,,,,,,,,,,,,,,,,,max_def_atk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeEvil,Arcade,8bit_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,8bitIdle,8bitIdle,8bitProfile,8bitProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeHero,Arcade,8bit_hero_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,8bitIdle,8bitIdle,8bitProfile,8bitProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeVirusMagma,Arcade,8bit_virus_geo.scw,,,8bit_virus_portrait.scw,emz_intro_pose.scw,,8bitVirusIdle,8BitVirusWalk,8bitVirusAttack,8bitVirusIdle,8bitVirusRecoil,,8bitVirusIdle,,8bitVirusReload,8bitVirusPushback,8bitVirusWin,8bitVirusWinloop,8bitVirusLose,8bitVirusLoseloop,8bitVirusWinloop,8bitVirusWin,8bitVirusWinloop,8bitVirusWin,8bitVirusIdle,8bitVirusIdle,8bitVirusProfile,8bitVirusProfile,,,,,,,,,,,,,,,,,,,,,,,Arcade002Projectile,,Arcade002UltiProjectile,arcade_002_atk,,TRUE,,,,,,,,,,Arcade002Ulti,Arcade002Ulti_larger,,,,8bit_Virus_Kill_VO,8bit_Virus_Lead_VO,8bit_Virus_Start_VO,8bit_Virus_Ulti_VO,8bit_Virus_Hurt_VO,8bit_Virus_Die_VO,,,,,,,,,,arcade_002_moving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeMonster,Arcade,8bit_monster_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,8bitIdle,8bitIdle,8bitProfile,8bitProfile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ArcadeClawMachine,Arcade,8bit_claw_geo.scw,,,8bit_base_cam.scw,emz_intro_pose.scw,,8bitIdle,8BitWalk,8bitAttack,8bitIdle,8bitRecoil,,8bitIdle,,8bitReload,8bitPushback,8bitWin,8bitWinloop,8bitLose,8bitLoseloop,8bitWinloop,8bitWin,8bitWinloop,8bitWin,8bitIdle,8bitIdle,8bitProfile,8bitProfile,,,,,,,,,,,,,,,,,,,,,,,ArcadeClawProj,,,,,true,,,,,,,,,,DamageBoost,DamageBoost_larger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamageBoosterClawMachine,DamageBooster,claw_8bit_turret.scw,,,portrait_cam.scw,emz_intro_pose.scw,,8bitClawTurretIdle,8bitClawTurretIdle,8bitClawTurretIdle,8bitClawTurretIdle,8bitClawTurretIdle,,8bitClawTurretIdle,,8bitClawTurretIdle,8bitClawTurretIdle,8bitTurretSpawn,8bitClawTurretIdle,,8bitClawTurretIdle,8bitClawTurretIdle,,8bitClawTurretIdle,,8bitClawTurretIdle,8bitClawTurretIdle,8bitClawTurretIdle,8bitClawTurretIdle,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlackholeNightcap,BlackHole,tara_pvz_geo.scw,,,tara_streetninja_portrait.scw,emz_intro_pose.scw,,TaraStreetninjaIdle,TaraStreetninjaWalk,TaraStreetninjaPrimary,TaraStreetninjaSecondary,TaraStreetninjaRecoil,,TaraStreetninjaSecondaryRecoil,,TaraStreetninjaReload,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaLose,TaraStreetninjaLoseloop,TaraStreetninjaIdle,TaraStreetninjaWin,TaraStreetninjaWinloop,TaraStreetninjaWin,TaraStreetninjaIdle,TaraStreetninjaIdle,TaraStreetninjaProfile,TaraStreetninjaProfile,,,,,,,,,,,,,,,,,,,,,true,true,TaraNightProjectile,,,,,true,,,,,,,,,,,,,,,,,,,,,,tara_night_effect,,,,always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
